Seed,Species,Shiny,EC,PID,Tera Type,HP,Atk,Def,SpA,SpD,Spe,Ability,Nature,Gender,Height,Weight,Scale,Drops
D04C4501,Fletchinder,No,F2E9AF5C,F7669D1C,Dark,31,31,31,31,31,31,Flame Body,Docile,Female,62,201,116,0
D06348F3,Spidops,No,F300B34E,6B93C5A4,Ice,31,31,31,31,31,31,Insomnia,Gentle,Male,142,122,197,0
D0ADF976,Magikarp,No,F34B63D1,769D1C05,Fairy,31,31,31,31,31,31,Rattled,Gentle,Female,131,62,106,0
D11FB17D,Seviper,No,F3BD1BD8,3E012685,Ground,31,31,31,31,31,31,Infiltrator,Quiet,Male,70,165,224,0
D12B94F4,Basculin,No,F3C8FF4F,8DA56B6D,Dragon,31,31,31,31,31,31,Mold Breaker,Quiet,Female,143,80,132,0
D1448BFD,Noibat,No,F3E1F658,D9492815,Ground,31,31,31,31,31,31,Telepathy,Brave,Female,136,157,126,0
D170AE74,Frigibax,No,F40E18CF,AA0DE565,Dragon,31,31,31,31,31,31,Thermal Exchange,Hardy,Male,156,118,157,0
D1A80AF9,Goomy,No,F4457554,884E0C3D,Normal,31,31,31,31,31,31,Sap Sipper,Modest,Male,133,82,109,0
D1DE3278,Stantler,No,F47B9CD3,404B7E91,Fighting,31,31,31,31,31,31,Frisk,Modest,Male,57,185,164,0
D1F33079,Sableye,No,F4909AD4,AC74219D,Normal,31,31,31,31,31,31,Stall,Bold,Male,98,98,168,0
D22B7FF7,Skiploom,No,F4C8EA52,8A692400,Water,31,31,31,31,31,31,Chlorophyll,Docile,Male,84,139,166,0
D2657BF0,Venomoth,No,F502E64B,52056AF9,Grass,31,31,31,31,31,31,Tinted Lens,Docile,Female,207,183,62,0
D289FAF4,Numel,No,F527654F,04CB6951,Dragon,31,31,31,31,31,31,Simple,Docile,Female,153,89,111,0
D2E6E5FD,Riolu,No,F5845058,602B0C39,Ground,31,31,31,31,31,31,Inner Focus,Bashful,Male,117,98,209,0
D3F3C288,Naclstack,No,F6912CE3,AAEAB80E,Poison,31,31,31,31,31,31,Sturdy,Jolly,Female,142,219,137,0
D402637E,Charcadet,No,F69FCDD9,F3904C18,Poison,31,31,31,31,31,31,Flame Body,Lonely,Female,157,101,51,0
D41ACB75,Bergmite,No,F6B835D0,564BA9FB,Dark,31,31,31,31,31,31,Ice Body,Jolly,Male,138,20,181,0
D441F1F5,Kricketune,No,F6DF5C50,E916272F,Dark,31,31,31,31,31,31,Swarm,Modest,Male,169,185,178,0
D475D47C,Snover,No,F7133ED7,99D26AD7,Rock,31,31,31,31,31,31,Snow Warning,Timid,Female,136,9,155,0
D47A0675,Steenee,No,F71770D0,D5134A44,Dark,31,31,31,31,31,31,Leaf Guard,Docile,Female,198,169,147,0
D4995578,Zorua,No,F736BFD3,48665CDF,Fighting,31,31,31,31,31,31,Illusion,Impish,Male,24,161,125,0
D49BBA02,Corvisquire,No,F739245D,5318FC69,Fire,31,31,31,31,31,31,Big Pecks,Gentle,Female,148,166,84,0
D4AD70F1,Zangoose,No,F74ADB4C,780324A7,Electric,31,31,31,31,31,31,Toxic Boost,Lax,Female,237,106,83,0
D4C26FF8,Morgrem,No,F75FDA53,F3EA4F43,Fighting,31,31,31,31,31,31,Pickpocket,Lonely,Male,96,159,124,0
D5BF19F5,Chansey,No,F85C8450,C08AF3AD,Dark,31,31,31,31,31,31,Healer,Brave,Female,75,165,120,0
D6236079,Larvesta,No,F8C0CAD4,6D698574,Normal,31,31,31,31,31,31,Flame Body,Lax,Male,144,119,159,0
D6638C71,Greedent,No,F900F6CC,70E23498,Electric,31,31,31,31,31,31,Gluttony,Docile,Female,120,122,153,0
D70BE4F3,Flaaffy,No,F9A94F4E,0E80E354,Ice,31,31,31,31,31,31,Static,Impish,Male,160,55,113,0
D70F1EF1,Flaaffy,No,F9AC894C,FE252F83,Electric,31,31,31,31,31,31,Static,Naive,Female,70,66,190,0
D73B3B78,Frigibax,No,F9D8A5D3,CDC8F2F3,Fighting,31,31,31,31,31,31,Ice Body,Naughty,Male,104,199,92,0
D7542471,Sunflora,No,F9F18ECC,194D1997,Electric,31,31,31,31,31,31,Early Bird,Sassy,Female,237,109,207,0
D78D2BED,Gumshoos,No,FA2A9648,F5EB6382,Steel,31,31,31,31,31,31,Stakeout,Relaxed,Female,100,85,227,0
D7B4EA6D,Deino,No,FA5254C8,9B117B41,Steel,31,31,31,31,31,31,Hustle,Naughty,Female,141,14,240,0
D7B8A575,Qwilfish,No,FA560FD0,CC22060F,Dark,31,31,31,31,31,31,Poison Point,Docile,Female,146,155,61,0
D80BE5F7,Ditto,No,FAA95052,1723612D,Grass,31,31,31,31,31,31,Imposter,Relaxed,Genderless,189,139,209,0
D8887BFA,Pikachu,No,FB25E655,118E1645,Normal,31,31,31,31,31,31,Static,Modest,Male,119,186,84,0
D8D3417A,Oinkologne,No,FB70ABD5,34F39365,Normal,31,31,31,31,31,31,Lingering Aroma,Careful,Male,160,98,114,0
D8E764F3,Bruxish,No,FB84CF4E,656F5F25,Ice,31,31,31,31,31,31,Strong Jaw,Rash,Male,158,216,172,0
D9935E78,Dratini,No,FC30C8D3,33DFBF01,Flying,31,31,31,31,31,31,Marvel Scale,Careful,Male,203,99,76,0
D9F107ED,Corvisquire,No,FC8E7248,AB180777,Steel,31,31,31,31,31,31,Big Pecks,Modest,Male,86,155,111,0
DA1450F2,Zangoose,No,FCB1BB4D,1E942CD7,Psychic,31,31,31,31,31,31,Immunity,Adamant,Male,139,53,115,0
DB1E3073,Sableye,No,FDBB9ACE,453BF391,Ice,31,31,31,31,31,31,Stall,Hasty,Female,49,111,137,0
DB2A15FA,Cubchoo,No,FDC78055,94E03A61,Normal,31,31,31,31,31,31,Snow Cloak,Gentle,Male,222,131,145,0
DB9DAE7E,Frigibax,No,FE3B18D9,3B6513B1,Ground,31,31,31,31,31,31,Thermal Exchange,Naughty,Female,103,213,176,0
DBC694FE,Basculin,No,FE63FF59,E6ED1DE9,Ground,31,31,31,31,31,31,Mold Breaker,Quirky,Female,203,156,176,0
DC88B37A,Pelipper,No,FF261DD5,15EC78BA,Normal,31,31,31,31,31,31,Keen Eye,Adamant,Male,164,74,138,0
DD0E9FFF,Skiploom,No,FFAC0A5A,0CE86E8F,Poison,31,31,31,31,31,31,Chlorophyll,Mild,Female,64,107,202,0
DD3ABA76,Bergmite,No,FFD824D1,DC8C2FE7,Fairy,31,31,31,31,31,31,Own Tempo,Hasty,Male,91,231,126,0
DD6180F6,Sunflora,No,FFFEEB51,71162573,Fairy,31,31,31,31,31,31,Solar Power,Hasty,Male,35,120,140,0
DD6E52FF,Larvitar,No,000BBD5A,8BCFA4C8,Poison,31,31,31,31,31,31,Sand Veil,Lax,Male,125,102,154,0
DD8D01F2,Oinkologne,No,002A6C4D,FFC11A5B,Psychic,31,31,31,31,31,31,Thick Fat,Mild,Female,77,137,129,0
DDA7F2EE,Kirlia,No,00455D49,6A209E9E,Fire,31,31,31,31,31,31,Telepathy,Jolly,Male,10,62,217,0
DDD63B72,Oranguru,No,0073A5CD,2AA91BBF,Psychic,31,31,31,31,31,31,Symbiosis,Quiet,Female,124,158,161,0
DDE21EFB,Flaaffy,No,007F8956,7B2C5137,Psychic,31,31,31,31,31,31,Static,Modest,Female,157,128,182,0
DE745572,Zorua,No,0111BFCD,A30EB7EB,Psychic,31,31,31,31,31,31,Illusion,Serious,Male,122,28,127,0
DEC3AFF1,Morgrem,No,01611A4C,F7AC5D2E,Electric,31,31,31,31,31,31,Pickpocket,Rash,Male,205,124,222,0
DF254E74,Frigibax,No,01C2B8CF,5DFF9178,Dragon,31,31,31,31,31,31,Thermal Exchange,Hardy,Male,155,95,111,0
DF583486,Basculin,No,01F59EE1,50995F04,Fighting,31,31,31,31,31,31,Reckless,Naive,Female,195,79,112,0
DF838A1B,Fletchinder,No,0220F476,F75DC45A,Fire,31,31,31,31,31,31,Flame Body,Impish,Male,128,146,208,0
E03D931C,Riolu,No,02DAFD77,C88AB77F,Psychic,31,31,31,31,31,31,Inner Focus,Jolly,Male,160,99,43,0
E08A2898,Morgrem,No,032792F3,1FBE82CB,Grass,31,31,31,31,31,31,Prankster,Impish,Male,177,105,164,0
E0D11218,Cubchoo,No,036E7C73,3AA6ACD7,Water,31,31,31,31,31,31,Slush Rush,Hardy,Male,34,172,134,0
E112E8F8,Spidops,No,03B05353,3B1926D8,Water,31,31,31,31,31,31,Stakeout,Timid,Female,65,125,120,0
E126CD71,Bruxish,No,03C437CC,6ABCEA2E,Electric,31,31,31,31,31,31,Wonder Skin,Calm,Male,104,150,202,0
E133A6FA,Dedenne,No,03D11155,C06E7E0C,Electric,31,31,31,31,31,31,Pickup,Lonely,Male,86,115,122,0
E1A5537C,Pelipper,No,0442BDD7,69239F22,Flying,31,31,31,31,31,31,Rain Dish,Mild,Female,168,206,187,0
E1CA4C75,Greedent,No,0467B6D0,1CD9F606,Dark,31,31,31,31,31,31,Cheek Pouch,Brave,Male,212,76,115,0
E1E11F05,Sudowoodo,No,047E8960,79A88651,Normal,31,31,31,31,31,31,Rattled,Jolly,Male,161,81,196,0
E1FE69FC,Cetoddle,No,049BD457,CD9D2D80,Normal,31,31,31,31,31,31,Thick Fat,Mild,Female,211,156,93,0
E23318F5,Ditto,No,04D08350,C0D64BB6,Dark,31,31,31,31,31,31,Imposter,Modest,Genderless,142,193,107,0
E284A371,Charcadet,No,05220DCC,E35EE64C,Electric,31,31,31,31,31,31,Flame Body,Quiet,Male,111,128,116,0
E2ADB4EE,Basculin,No,054B1F49,87AF0E05,Fire,31,31,31,31,31,31,Adaptability,Timid,Male,243,157,222,0
E2DF99F1,Chansey,No,057D044C,4F1B688E,Electric,31,31,31,31,31,31,Healer,Hasty,Female,155,70,144,0
E37D4407,Skiploom,No,061AAE62,C675FD20,Flying,31,31,31,31,31,31,Leaf Guard,Lax,Male,181,122,205,0
E39FFD1C,Naclstack,No,063D6777,4DA07C53,Normal,31,31,31,31,31,31,Clear Body,Timid,Male,130,188,56,0
E41792F0,Larvitar,No,06B4FD4B,34E68926,Grass,31,31,31,31,31,31,Guts,Impish,Female,47,222,132,0
E44CA870,Mareanie,No,06EA12CB,087CAF2C,Grass,31,31,31,31,31,31,Limber,Impish,Female,157,160,71,0
E45D969C,Frigibax,No,06FB00F7,4CB43BD3,Fairy,31,31,31,31,31,31,Thermal Exchange,Hasty,Male,189,149,42,0
E4940CFD,Carkol,No,07317758,2BBB6FFE,Fighting,31,31,31,31,31,31,Flash Fire,Timid,Female,56,158,76,0
E4AE506C,Sableye,No,074BBAC7,9282242E,Ghost,31,31,31,31,31,31,Keen Eye,Quirky,Male,105,108,184,0
E4CF367D,Luxio,No,076CA0D8,1696D95C,Ground,31,31,31,31,31,31,Intimidate,Relaxed,Female,129,122,171,0
E64C5A81,Girafarig,No,08E9C4DC,07F0851F,Dragon,31,31,31,31,31,31,Sap Sipper,Lonely,Female,148,159,184,0
E6ADE6F6,Dedenne,No,094B5151,89F7364A,Fairy,31,31,31,31,31,31,Cheek Pouch,Brave,Male,203,187,162,0
E6BF9C71,Axew,No,095D06CC,D3E1DCBA,Electric,31,31,31,31,31,31,Unnerve,Careful,Male,48,90,116,0
E7024774,Oranguru,No,099FB1CF,FEFC9F9A,Dragon,31,31,31,31,31,31,Symbiosis,Relaxed,Male,80,151,180,0
E7336278,Dolliv,No,09D0CCD3,C29B9018,Grass,31,31,31,31,31,31,Early Bird,Mild,Female,4,124,142,0
E76D0700,Oranguru,No,0A0A715B,8BE3D259,Steel,31,31,31,31,31,31,Inner Focus,Rash,Female,213,35,175,0
E7B5FCF0,Girafarig,No,0A53674B,A9382310,Grass,31,31,31,31,31,31,Early Bird,Lonely,Male,126,129,195,0
E7B8C183,Steenee,No,0A562BDE,D5AFA5E3,Dark,31,31,31,31,31,31,Sweet Veil,Adamant,Female,58,120,88,0
E7DAE3F9,Tinkatuff,No,0A784E54,5CCDE7F0,Dark,31,31,31,31,31,31,Mold Breaker,Impish,Female,58,70,88,0
E7EEC670,Steenee,No,0A8C30CB,8D52A812,Grass,31,31,31,31,31,31,Leaf Guard,Bashful,Female,126,39,129,0
E8438A75,Deino,No,0AE0F4D0,076AAFD0,Dark,31,31,31,31,31,31,Hustle,Gentle,Male,66,165,155,0
E85D86F2,Dedenne,No,0AFAF14D,4F735DA6,Psychic,31,31,31,31,31,31,Pickup,Sassy,Female,44,103,114,0
E869A37B,Charcadet,No,0B070DD6,9FEF9ED0,Dark,31,31,31,31,31,31,Flame Body,Naughty,Female,53,164,212,0
E8B107F6,Corvisquire,No,0B4E7251,C2407A9E,Fairy,31,31,31,31,31,31,Keen Eye,Quirky,Female,119,207,224,0
E8EA3D76,Qwilfish,No,0B87A7D1,A659D7FC,Fairy,31,31,31,31,31,31,Poison Point,Naive,Male,203,170,83,0
E91DD8F7,Ditto,No,0BBB4352,4F62FA2D,Rock,31,31,31,31,31,31,Imposter,Lax,Genderless,220,235,134,0
E9372B73,Bergmite,No,0BD495CE,B9436E71,Ice,31,31,31,31,31,31,Ice Body,Timid,Female,209,163,167,0
EA08379B,Riolu,No,0CA5A1F6,1C2286F3,Normal,31,31,31,31,31,31,Steadfast,Brave,Male,92,202,139,0
EA88ACFA,Carkol,No,0D261755,1A6E957D,Ghost,31,31,31,31,31,31,Flame Body,Rash,Male,159,148,90,0
EA9AD67D,Luxio,No,0D3840D8,63289E07,Ghost,31,31,31,31,31,31,Rivalry,Lonely,Female,162,227,68,0
EAC14D73,Bruxish,No,0D5EB7CE,00ABE2C2,Ice,31,31,31,31,31,31,Wonder Skin,Serious,Female,52,38,156,0
EB485376,Pelipper,No,0DE5BDD1,1B6BD41E,Fairy,31,31,31,31,31,31,Drizzle,Lonely,Female,154,166,58,0
EB7C37F8,Riolu,No,0E19A253,CB336985,Rock,31,31,31,31,31,31,Prankster,Bold,Female,18,140,88,0
EBCBCD7B,Staravia,No,0E6937D6,2595B4F2,Grass,31,31,31,31,31,31,Intimidate,Adamant,Male,117,123,197,0
EC3B1784,Hippopotas,No,0ED881DF,EE1A4EAE,Ice,31,31,31,31,31,31,Sand Stream,Naive,Male,173,103,148,0
ECC189F1,Cetoddle,No,0F5EF44C,047A74BE,Electric,31,31,31,31,31,31,Thick Fat,Rash,Male,146,99,184,0
ED4E626F,Dolliv,No,0FEBCCCA,1975E75C,Water,31,31,31,31,31,31,Early Bird,Docile,Male,216,178,148,0
EDB47DFE,Sneasel,No,1051E859,B1FCD604,Ground,31,31,31,31,31,31,Keen Eye,Docile,Male,45,180,199,0
EDDB62F7,Pawmo,No,1078CD52,6E1034DC,Rock,31,31,31,31,31,31,Natural Cure,Impish,Male,82,51,181,0
EDE0D470,Snover,No,107E3ECB,804D1F96,Grass,31,31,31,31,31,31,Soundproof,Timid,Male,130,69,187,0
EE223677,Luxio,No,10BFA0D2,87BE9960,Rock,31,31,31,31,31,31,Intimidate,Quirky,Male,154,106,187,0
EE790CF7,Carkol,No,11167752,E3F292B2,Rock,31,31,31,31,31,31,Flash Fire,Bold,Female,59,99,220,0
EEF6459F,Rufflet,No,1193AFFA,B945B25B,Grass,31,31,31,31,31,31,Keen Eye,Serious,Male,216,91,124,0
EEFA92FA,Larvitar,No,1197FD55,E68E65B2,Rock,31,31,31,31,31,31,Guts,Careful,Female,144,132,127,0
EF206B00,Noibat,No,11BDD55B,7F701231,Fairy,31,31,31,31,31,31,Frisk,Sassy,Male,133,203,140,0
EFB9B27C,Stantler,No,12571CD7,E170F0C2,Normal,31,31,31,31,31,31,Sap Sipper,Quiet,Male,132,131,103,0
EFEC6D03,Bruxish,No,1289D75E,8FBC80A4,Fairy,31,31,31,31,31,31,Strong Jaw,Bold,Female,88,143,154,0
EFF1186D,Haunter,No,128E82C8,C389DE32,Steel,31,31,31,31,31,31,Levitate,Serious,Female,146,32,66,0
F03F7EEF,Flaaffy,No,12DCE94A,E0366481,Water,31,31,31,31,31,31,Plus,Impish,Male,121,127,79,0
F0E1DD02,Qwilfish,No,137F475D,89D0FAE7,Ghost,31,31,31,31,31,31,Swift Swim,Naive,Female,114,110,97,0
F0E568EC,Spidops,No,1382D347,78A11E38,Ghost,31,31,31,31,31,31,Insomnia,Lax,Male,171,80,182,0
F119D101,Seviper,No,13B73B5C,687DC1A2,Flying,31,31,31,31,31,31,Shed Skin,Lonely,Female,74,107,60,0
F120C9FB,Finizen,No,13BE3456,84A96D93,Poison,31,31,31,31,31,31,Water Veil,Adamant,Female,125,173,139,0
F13FB584,Rufflet,No,13DD1FDF,E232A993,Ghost,31,31,31,31,31,31,Sheer Force,Impish,Male,99,156,86,0
F17BF37B,Pelipper,No,14195DD6,F0E13F8F,Dragon,31,31,31,31,31,31,Rain Dish,Modest,Male,136,157,252,0
F1CC48FF,Spidops,No,1469B35A,12ED8A3B,Steel,31,31,31,31,31,31,Insomnia,Calm,Male,219,100,239,0
F1F86D76,Bruxish,No,1495D7D1,E38A08CB,Fairy,31,31,31,31,31,31,Wonder Skin,Gentle,Female,191,102,6,0
F20139F6,Chansey,No,149EA451,0726047B,Fairy,31,31,31,31,31,31,Serene Grace,Quirky,Female,84,189,104,0
F247EAFF,Goomy,No,14E5555A,FFABE5F7,Dragon,31,31,31,31,31,31,Sap Sipper,Naughty,Female,115,222,118,0
F2589B70,Qwilfish,No,14F605CB,647E8608,Grass,31,31,31,31,31,31,Intimidate,Bold,Female,84,136,94,0
F25A0376,Charcadet,No,14F76DD1,6A1C22DF,Fairy,31,31,31,31,31,31,Flash Fire,Lax,Male,143,159,73,0
F282A7FB,Corvisquire,No,15201256,0D4BC2AF,Dragon,31,31,31,31,31,31,Unnerve,Serious,Male,68,30,177,0
F2B68272,Dolliv,No,1553ECCD,BD0F40C7,Psychic,31,31,31,31,31,31,Harvest,Naive,Female,30,171,44,0
F2D99D7B,Dunsparce (Common),No,157707D6,690793A3,Poison,31,31,31,31,31,31,Rattled,Hardy,Male,90,86,56,0
F2EDB8F2,Ditto,No,158B234D,99AB0B53,Psychic,31,31,31,31,31,31,Imposter,Quiet,Genderless,222,188,166,0
F2EEFC99,Sneasel,No,158C66F4,9C979348,Steel,31,31,31,31,31,31,Inner Focus,Careful,Male,110,219,132,0
F3A10B7A,Bergmite,No,163E75D5,860019AD,Psychic,31,31,31,31,31,31,Sturdy,Hardy,Female,84,148,183,0
F425B3F3,Makuhita,No,16C31E4E,7E76C225,Ice,31,31,31,31,31,31,Thick Fat,Jolly,Male,116,142,214,0
F4A62DFE,Hattrem,No,17439859,814B0545,Rock,31,31,31,31,31,31,Magic Bounce,Docile,Female,155,105,61,0
F4C973F0,Makuhita,No,1766DE4B,2B9E790C,Grass,31,31,31,31,31,31,Guts,Gentle,Female,134,250,97,0
F4DB0977,Lokix,No,177873D2,7594A37C,Bug,31,31,31,31,31,31,Swarm,Impish,Male,144,223,170,0
F4FD177E,Gible,No,179A81D9,DD474655,Fairy,31,31,31,31,31,31,Sand Veil,Lax,Male,114,28,148,0
F69015FC,Cubchoo,No,192D8057,4792A488,Fighting,31,31,31,31,31,31,Snow Cloak,Quirky,Male,185,83,104,0
F6E5AC6E,Greedent,No,198316C9,7CD08B34,Fire,31,31,31,31,31,31,Gluttony,Relaxed,Male,127,124,193,0
F7306677,Steenee,No,19CDD0D2,C4AC28A1,Bug,31,31,31,31,31,31,Sweet Veil,Careful,Female,128,130,136,0
F7648EFE,Indeedee,No,1A01F959,77B98072,Psychic,31,31,31,31,31,31,Synchronize,Careful,Male,141,117,157,0
F76B5CF7,Girafarig,No,1A08C752,B1048201,Bug,31,31,31,31,31,31,Early Bird,Calm,Male,41,91,80,0
F776F479,Hippopotas,No,1A145ED4,BEAF57D6,Bug,31,31,31,31,31,31,Sand Force,Quiet,Male,132,82,151,0
F7B3F87A,Haunter,No,1A5162D5,D3440EB9,Dark,31,31,31,31,31,31,Levitate,Bold,Male,223,41,89,0
F7DCE773,Oranguru,No,1A7A51CE,56C23B99,Ice,31,31,31,31,31,31,Inner Focus,Modest,Female,214,102,101,0
F7E8C2FA,Pawmo,No,1A862D55,A75DC4F1,Fairy,31,31,31,31,31,31,Natural Cure,Lax,Male,159,102,171,0
F8349D71,Qwilfish,No,1AD207CC,BDAF38EF,Electric,31,31,31,31,31,31,Intimidate,Naughty,Female,49,141,143,0
F85B8278,Dolliv,No,1AF8ECD3,795F71CB,Grass,31,31,31,31,31,31,Harvest,Modest,Male,139,62,165,0
F88326F5,Dedenne,No,1B209150,189001A3,Dark,31,31,31,31,31,31,Pickup,Hardy,Male,140,122,159,0
F8A493ED,Makuhita,No,1B41FE48,7E071AB5,Steel,31,31,31,31,31,31,Sheer Force,Serious,Male,162,204,86,0
F8B7037C,Charcadet,No,1B546DD7,C8537DD3,Flying,31,31,31,31,31,31,Flash Fire,Impish,Female,164,39,81,0
F8D81C75,Axew,No,1B7586D0,6BCA56B7,Dark,31,31,31,31,31,31,Rivalry,Rash,Male,121,104,127,0
F8F2D47A,Hippopotas,No,1B903ED5,D6BD7ECC,Electric,31,31,31,31,31,31,Sand Force,Hasty,Female,174,119,106,0
F918A2FE,Pawmo,No,1BB60D59,6D48A4C3,Normal,31,31,31,31,31,31,Volt Absorb,Gentle,Male,119,53,52,0
F96676FA,Bronzor,No,1C03E155,83D83523,Poison,31,31,31,31,31,31,Heavy Metal,Serious,Genderless,87,73,54,0
F99BCDEC,Hattrem,No,1C393847,7A1991D5,Ghost,31,31,31,31,31,31,Healer,Naughty,Female,154,75,55,0
FA54E387,Tinkatuff,No,1CF24DE2,3C98644A,Flying,31,31,31,31,31,31,Pickpocket,Calm,Female,218,186,111,0
FA933B75,Skiploom,No,1D30A5D0,56CC4484,Dark,31,31,31,31,31,31,Leaf Guard,Serious,Male,122,38,139,0
FAAE4C00,Greedent,No,1D4BB65B,A30EB47C,Bug,31,31,31,31,31,31,Gluttony,Mild,Female,4,51,212,0
FB2148F5,Spidops,No,1DBEB350,8D65AA87,Dark,31,31,31,31,31,31,Insomnia,Lax,Male,210,98,118,0
FB41C4F2,Charcadet,No,1DDF2F4D,0F4237F5,Psychic,31,31,31,31,31,31,Flash Fire,Impish,Female,208,109,129,0
FB4E57FC,Riolu,No,1DEBC257,217F7F63,Flying,31,31,31,31,31,31,Steadfast,Hardy,Male,150,232,168,0
FB687380,Makuhita,No,1E05DDDB,AA128BC2,Flying,31,31,31,31,31,31,Guts,Naive,Male,105,93,131,0
FB7A7275,Stantler,No,1E17DCD0,F21C00A3,Dark,31,31,31,31,31,31,Frisk,Calm,Male,56,71,102,0
FBA2D6F8,Bronzor,No,1E404153,944D9C6B,Grass,31,31,31,31,31,31,Heavy Metal,Quirky,Genderless,95,206,19,0
FBCDC9F1,Cetoddle,No,1E6B344C,1FA8B94F,Electric,31,31,31,31,31,31,Sheer Force,Quirky,Female,233,106,55,0
FC29BC78,Axew,No,1EC726D3,B59B1582,Flying,31,31,31,31,31,31,Rivalry,Bold,Female,130,87,118,0
FCA5FF74,Sudowoodo,No,1F4369CF,871478AB,Dragon,31,31,31,31,31,31,Sturdy,Timid,Male,124,119,101,0
FCDA7A88,Glimmet,No,1F77E4E3,78CEFCDF,Poison,31,31,31,31,31,31,Corrosion,Serious,Male,79,159,40,0
FCF21D99,Pawmo,No,1F8F87F4,D85E1DD0,Dark,31,31,31,31,31,31,Volt Absorb,Sassy,Male,211,141,109,0
FD4D9771,Gible,No,1FEB01CC,24BFC5F2,Electric,31,31,31,31,31,31,Sand Veil,Hardy,Male,101,186,212,0
FD865CFD,Girafarig,No,2023C758,084CCF3D,Fighting,31,31,31,31,31,31,Early Bird,Docile,Female,180,57,93,0
FDDD277A,Oranguru,No,207A91D5,63012D80,Normal,31,31,31,31,31,31,Telepathy,Naive,Female,120,116,80,0
FDDD667D,Steenee,No,207AD0D8,6404F8AD,Fighting,31,31,31,31,31,31,Sweet Veil,Jolly,Female,124,100,78,0
FE1A7584,Rufflet,No,20B7DFDF,76AAA6F5,Bug,31,31,31,31,31,31,Hustle,Quirky,Male,81,232,91,0
FE2432FD,Larvitar,No,20C19D58,7DB30519,Fighting,31,31,31,31,31,31,Sand Veil,Mild,Female,168,179,38,0
FE4B2DF4,Hattrem,No,20E8984F,3942AFF9,Dragon,31,31,31,31,31,31,Magic Bounce,Timid,Female,67,119,64,0
FE7F087D,Mareanie,No,211C72D8,E9E72F81,Fighting,31,31,31,31,31,31,Limber,Hasty,Male,64,237,206,0
FE831C84,Dunsparce (Common),No,212086DF,1AA72279,Ghost,31,31,31,31,31,31,Rattled,Naive,Male,134,124,145,0
FE9102F5,Pawmo,No,212E6D50,526FA54B,Dark,31,31,31,31,31,31,Iron Fist,Relaxed,Female,114,102,153,0
FE916603,Gothorita,No,212ED05E,52E0ED0F,Dragon,31,31,31,31,31,31,Competitive,Impish,Male,130,235,138,0
FE938979,Lokix,No,2130F3D4,5C8438A9,Fire,31,31,31,31,31,31,Tinted Lens,Docile,Female,17,116,143,0
FEA8C06E,Larvesta,No,21462AC9,B17C1354,Fire,31,31,31,31,31,31,Swarm,Lax,Female,122,159,195,0
FEAC7580,Rufflet,No,2149DFDB,9F3660C3,Poison,31,31,31,31,31,31,Sheer Force,Gentle,Male,71,173,57,0
FEC8B3F9,Makuhita,No,21661E54,2FDE1731,Fairy,31,31,31,31,31,31,Thick Fat,Quirky,Male,126,67,200,0
